employee_id,age,gender,marital_status,education_level,years_of_experience,job_role,department,job_level,employment_type,work_location,reporting_manager_score,monthly_income,bonus_percentage,stock_option_level,benefits_satisfaction,performance_rating,projects_completed,average_work_hours,absenteeism_days,promotion_last_2yrs,job_satisfaction,work_life_balance,engagement_score,training_hours,internal_mobility,tenure_years,time_since_last_promotion,time_in_current_role,attrition_status
E05170,34,Female,Single,High School,2.3,Manager,Operations,Entry,Full-time,Onsite,4.2,83015,27.44,Medium,3,5,11,67.9,12,No,1,2,85.79,17,No,1.1,0,35,Stayed
E05171,24,Male,Married,PhD,31.6,Engineer,IT,Mid,Contract,Hybrid,2.4,108082,15.8,High,1,5,1,52.1,12,Yes,3,4,67.73,72,Yes,9.5,42,55,Stayed
E05172,30,Female,Single,High School,25.5,Consultant,Finance,Entry,Full-time,Onsite,6.9,138198,13.22,High,4,5,7,51.1,11,Yes,1,3,62.17,35,Yes,17.6,49,4,Left
E05173,35,Male,Single,Master,34.9,Manager,Finance,Entry,Contract,Onsite,6.5,104347,19.0,High,2,2,4,56.8,16,Yes,5,5,48.11,21,No,17.7,13,54,Stayed
E05174,34,Male,Single,Bachelor,10.9,Engineer,HR,Mid,Full-time,Hybrid,9.8,91633,16.62,High,5,2,1,64.8,7,No,3,5,70.49,78,No,14.7,18,53,Left
E05175,28,Female,Single,High School,30.8,Consultant,Sales,Executive,Full-time,Remote,2.5,138856,1.84,Medium,3,3,5,52.6,5,No,5,2,38.27,86,Yes,9.8,2,53,Stayed
E05176,36,Female,Married,Bachelor,21.3,Sales,HR,Mid,Full-time,Onsite,8.5,65512,5.41,High,3,2,7,46.3,0,No,2,3,62.17,96,Yes,7.2,14,45,Stayed
E05177,28,Male,Married,Bachelor,16.1,Analyst,Sales,Mid,Full-time,Onsite,1.3,73279,0.41,Medium,4,1,2,31.5,15,Yes,1,2,40.01,78,No,1.1,28,28,Stayed
E05178,59,Female,Single,PhD,8.2,HR,HR,Executive,Full-time,Remote,1.7,115690,3.24,Medium,4,5,0,34.4,2,No,2,1,65.57,55,Yes,14.6,52,10,Stayed
E05179,55,Female,Single,Diploma,26.0,Consultant,Sales,Mid,Full-time,Hybrid,6.8,42622,21.9,Low,1,1,12,55.9,17,No,1,1,52.0,96,Yes,18.3,53,25,Stayed
E05180,43,Male,Single,Master,31.7,Consultant,IT,Executive,Contract,Remote,4.7,64051,0.14,Low,5,2,4,54.8,9,Yes,2,4,30.6,57,No,11.9,47,12,Stayed
E05181,45,Male,Married,High School,8.6,Analyst,Sales,Executive,Full-time,Onsite,3.1,61964,9.13,Medium,1,4,7,39.6,11,No,3,5,34.36,23,No,20.0,0,28,Stayed
E05182,58,Female,Single,Diploma,6.6,Manager,HR,Executive,Full-time,Onsite,1.0,28977,13.48,Low,4,2,4,58.8,12,Yes,1,4,75.46,77,Yes,13.2,17,14,Stayed
E05183,22,Male,Single,PhD,24.5,Engineer,Finance,Senior,Contract,Hybrid,7.0,79893,28.13,High,5,5,2,41.2,18,No,5,4,25.23,14,No,3.6,29,45,Stayed
E05184,31,Female,Married,Diploma,34.2,Manager,Operations,Entry,Contract,Hybrid,5.0,141799,9.81,High,4,4,6,42.2,6,Yes,1,5,36.13,48,Yes,10.3,9,7,Left
E05185,37,Female,Single,Bachelor,26.4,Consultant,Sales,Senior,Full-time,Remote,2.5,69445,23.49,Medium,1,4,9,32.5,12,No,4,1,75.11,65,No,11.5,26,49,Stayed
E05186,29,Female,Married,Bachelor,10.3,Sales,Sales,Entry,Full-time,Hybrid,9.8,88751,12.26,Medium,1,5,12,52.0,14,No,1,4,12.49,17,No,15.6,2,26,Stayed
E05187,46,Female,Married,Master,15.0,Engineer,Finance,Senior,Full-time,Remote,4.2,130713,2.95,High,1,3,6,41.5,8,No,1,5,10.23,81,Yes,13.5,15,38,Left
E05188,33,Male,Single,High School,13.8,HR,IT,Executive,Full-time,Remote,3.7,30859,2.97,Medium,2,2,14,62.8,11,Yes,4,1,45.51,21,No,1.5,9,4,Stayed
E05189,46,Female,Single,High School,29.9,HR,HR,Senior,Contract,Onsite,5.6,128592,12.97,Medium,1,2,11,62.1,5,Yes,2,5,95.43,12,No,4.6,56,50,Stayed
E05190,38,Male,Single,PhD,27.1,Engineer,IT,Entry,Contract,Remote,3.5,89580,1.74,None,3,4,4,35.1,19,No,2,5,14.26,70,No,1.6,7,46,Stayed
E05191,47,Female,Married,Master,20.8,Consultant,Sales,Senior,Contract,Remote,3.5,48401,17.15,High,1,4,1,36.4,9,Yes,1,2,90.73,0,Yes,9.2,42,18,Stayed
E05192,35,Female,Married,High School,10.0,Sales,Sales,Mid,Contract,Hybrid,9.7,52282,14.81,None,4,5,9,42.8,19,No,2,1,60.73,1,No,8.5,27,4,Stayed
E05193,57,Male,Married,Bachelor,32.9,Analyst,IT,Mid,Contract,Hybrid,3.4,106628,21.08,Medium,1,5,7,53.2,11,No,4,4,18.88,86,No,9.9,55,1,Left
E05194,44,Female,Single,Master,23.0,Sales,HR,Executive,Full-time,Onsite,6.4,37243,5.57,Medium,4,3,6,43.7,7,No,5,5,84.74,50,Yes,20.0,38,22,Left
E05195,27,Male,Single,Diploma,34.0,Manager,Sales,Senior,Contract,Onsite,1.3,105439,17.79,Medium,4,4,6,44.0,8,No,2,2,14.15,92,No,1.0,52,37,Stayed
E05196,26,Male,Single,Master,20.5,Sales,Sales,Senior,Full-time,Onsite,2.4,47474,5.24,None,5,2,7,35.6,3,Yes,1,3,56.14,97,Yes,19.3,57,26,Stayed
E05197,46,Female,Single,Master,28.8,Sales,IT,Entry,Contract,Remote,1.2,44850,21.67,None,2,5,7,43.4,7,No,5,3,65.66,27,Yes,18.1,28,25,Stayed
E05198,39,Female,Single,High School,28.6,Manager,Operations,Entry,Contract,Hybrid,5.8,38907,9.21,High,4,1,3,48.8,2,No,5,2,71.07,18,Yes,6.6,40,35,Stayed
E05199,34,Female,Single,PhD,12.1,Analyst,Finance,Senior,Full-time,Remote,5.4,114334,18.43,Medium,4,2,0,69.4,9,Yes,5,1,31.22,74,No,18.2,12,39,Left
E05200,35,Female,Married,PhD,33.8,Analyst,Sales,Entry,Full-time,Onsite,4.0,132250,26.48,None,3,4,12,63.5,17,Yes,1,3,34.16,21,Yes,9.1,48,20,Stayed
E05201,49,Male,Married,High School,1.3,HR,HR,Mid,Full-time,Hybrid,7.3,58011,14.65,High,1,5,9,61.7,5,Yes,5,4,86.37,46,No,15.8,25,54,Stayed
E05202,39,Female,Married,High School,27.0,Analyst,Operations,Mid,Full-time,Remote,6.6,73071,5.77,None,2,5,11,52.4,4,No,4,2,42.0,45,Yes,0.6,48,7,Stayed
E05203,49,Female,Single,High School,33.8,Engineer,IT,Executive,Full-time,Hybrid,6.4,41668,26.58,High,2,1,3,44.4,17,No,5,5,57.47,3,No,18.1,55,39,Left
E05204,48,Female,Married,PhD,12.2,HR,IT,Mid,Full-time,Remote,4.0,24416,10.76,High,5,3,10,64.3,4,No,4,2,50.12,44,No,12.7,57,37,Stayed
E05205,53,Female,Married,High School,22.9,Consultant,HR,Entry,Contract,Onsite,3.9,120363,21.91,None,4,2,1,43.9,15,Yes,1,4,26.24,14,No,3.3,56,24,Stayed
E05206,30,Female,Married,Diploma,19.9,HR,Operations,Entry,Contract,Remote,8.9,91932,9.6,Low,4,5,5,53.7,0,No,1,2,46.59,1,Yes,18.3,3,7,Stayed
E05207,53,Male,Single,Diploma,26.8,Sales,HR,Entry,Contract,Remote,5.9,15685,8.95,High,3,3,7,40.3,7,Yes,1,4,13.9,51,Yes,1.3,33,20,Left
E05208,41,Female,Single,Bachelor,30.4,Sales,Sales,Entry,Contract,Onsite,3.5,83676,19.26,Medium,2,1,9,61.1,1,Yes,5,4,23.55,92,Yes,1.0,17,29,Stayed
E05209,49,Male,Married,Diploma,21.3,HR,Operations,Senior,Contract,Onsite,5.9,127930,4.69,None,1,1,9,50.6,13,Yes,2,2,84.93,20,Yes,18.7,21,17,Stayed
E05210,54,Female,Single,Master,28.6,Manager,Finance,Senior,Contract,Remote,3.4,124198,26.01,None,5,2,2,65.8,3,No,2,2,93.23,66,No,11.3,10,44,Stayed
E05211,25,Female,Single,Bachelor,11.3,Analyst,Finance,Senior,Contract,Remote,2.7,132067,11.63,Low,5,2,5,52.8,17,Yes,5,2,11.91,67,Yes,2.4,8,27,Stayed
E05212,55,Female,Single,Diploma,8.4,Sales,HR,Senior,Contract,Remote,3.5,15429,0.58,Low,5,5,11,36.6,10,Yes,3,5,38.9,68,Yes,2.6,33,26,Stayed
E05213,24,Male,Single,Master,15.4,Sales,Finance,Mid,Full-time,Onsite,6.7,27665,9.16,High,5,5,14,69.7,19,Yes,3,5,94.2,76,Yes,14.9,40,8,Stayed
E05214,47,Female,Married,Diploma,23.9,Engineer,HR,Entry,Contract,Onsite,5.6,142822,23.55,Low,2,2,11,50.1,18,No,4,4,74.76,83,No,11.9,17,9,Left
E05215,29,Male,Single,Master,7.0,Analyst,Sales,Mid,Contract,Onsite,2.5,138085,25.78,High,4,2,14,40.0,14,Yes,2,3,11.12,75,Yes,11.1,21,57,Left
E05216,27,Male,Married,High School,24.0,Sales,Sales,Entry,Full-time,Hybrid,9.2,42669,17.04,Low,2,5,8,43.2,2,Yes,5,2,19.72,54,No,13.5,40,40,Left
E05217,37,Female,Married,Master,14.1,Manager,HR,Senior,Full-time,Hybrid,5.5,130848,8.82,Low,1,5,3,34.8,12,No,1,3,76.34,62,Yes,14.1,9,52,Stayed
E05218,45,Male,Single,High School,27.9,Sales,Sales,Mid,Contract,Onsite,8.1,59334,15.84,Low,5,5,5,33.0,4,Yes,2,1,71.21,95,No,6.1,27,39,Left
E05219,51,Female,Single,Master,1.8,Analyst,Finance,Entry,Full-time,Hybrid,4.0,62106,25.09,Low,2,1,1,48.0,3,No,5,1,88.82,31,Yes,19.9,22,32,Left
E05220,34,Female,Single,Master,23.5,Engineer,Sales,Senior,Full-time,Hybrid,9.6,79947,9.48,Medium,1,4,10,68.1,14,No,3,2,78.13,65,Yes,1.7,2,9,Stayed
E05221,26,Male,Married,Diploma,22.9,Analyst,Finance,Executive,Full-time,Remote,7.8,126105,11.56,Low,3,2,13,34.9,0,No,3,1,95.06,79,No,15.7,58,55,Stayed
E05222,46,Female,Married,Master,33.0,Manager,Finance,Entry,Full-time,Remote,5.1,90118,16.19,None,5,1,5,66.1,9,No,3,3,58.87,2,Yes,5.6,6,31,Left
E05223,41,Female,Married,Diploma,25.1,Engineer,IT,Executive,Contract,Remote,9.1,79262,26.61,None,4,5,13,61.9,2,No,4,1,33.68,24,No,17.8,7,44,Left
E05224,39,Male,Married,Master,28.0,Analyst,Sales,Entry,Full-time,Hybrid,7.5,93620,17.46,None,4,4,0,62.3,4,Yes,5,2,21.8,83,No,2.9,31,13,Stayed
E05225,39,Male,Married,PhD,31.7,Manager,Sales,Senior,Contract,Hybrid,4.9,126491,6.23,None,4,4,11,58.4,19,Yes,5,4,10.41,66,Yes,19.8,43,17,Stayed
E05226,23,Male,Married,Bachelor,23.8,Manager,HR,Mid,Full-time,Remote,9.8,128795,2.67,High,1,1,6,53.7,15,No,1,5,21.25,74,Yes,9.7,0,1,Left
E05227,31,Male,Married,Diploma,10.5,HR,HR,Entry,Full-time,Remote,3.7,26095,2.85,Low,2,3,2,34.9,12,No,5,5,63.93,69,No,7.9,59,35,Left
E05228,33,Male,Single,Diploma,30.5,Sales,Operations,Executive,Full-time,Onsite,3.3,133505,28.51,Medium,5,3,12,53.0,16,Yes,1,5,46.52,45,No,2.7,24,10,Stayed
E05229,34,Male,Married,High School,26.3,Engineer,Finance,Senior,Full-time,Hybrid,9.1,38212,24.67,Medium,5,5,11,44.1,4,No,3,4,81.31,88,Yes,7.2,25,18,Left
E05230,32,Female,Married,PhD,15.1,Engineer,IT,Entry,Full-time,Remote,7.4,135190,22.98,Low,5,3,2,34.2,16,Yes,2,1,39.56,91,Yes,5.2,34,40,Stayed
E05231,40,Male,Married,High School,25.0,Sales,Finance,Executive,Full-time,Remote,4.1,119711,14.89,High,5,5,9,62.2,12,Yes,3,5,42.08,3,No,18.9,12,28,Stayed
E05232,56,Male,Married,PhD,30.4,Analyst,Sales,Entry,Full-time,Remote,3.1,93377,20.18,Medium,3,3,5,51.9,7,Yes,5,3,65.52,93,No,13.4,27,57,Stayed
E05233,47,Female,Single,PhD,34.2,HR,Operations,Executive,Full-time,Hybrid,2.6,37972,3.82,Low,5,1,13,59.8,14,Yes,1,1,94.37,1,Yes,7.4,10,18,Left
E05234,35,Female,Married,Master,33.4,Engineer,Finance,Entry,Full-time,Remote,3.8,105963,18.63,None,3,4,4,49.2,11,No,3,4,63.19,46,Yes,2.3,53,40,Stayed
E05235,45,Male,Married,High School,11.7,Manager,Operations,Mid,Contract,Remote,2.1,59356,24.32,High,2,2,0,52.1,5,Yes,5,5,30.76,71,Yes,10.2,11,47,Stayed
E05236,22,Male,Single,Bachelor,15.0,Engineer,Finance,Mid,Contract,Remote,2.3,62097,1.86,Low,4,4,0,58.5,6,Yes,5,1,45.23,62,Yes,15.3,50,13,Stayed
E05237,43,Female,Single,PhD,4.3,HR,Sales,Mid,Contract,Remote,8.0,69056,8.88,Medium,3,3,1,39.9,12,Yes,1,4,93.07,45,No,16.7,58,36,Stayed
E05238,44,Male,Married,PhD,9.0,Sales,Sales,Mid,Full-time,Remote,1.6,68707,3.31,Medium,4,4,2,63.9,16,Yes,4,2,82.24,60,Yes,11.0,42,55,Stayed
E05239,40,Male,Married,Diploma,30.9,Consultant,Finance,Senior,Full-time,Onsite,5.0,118989,7.81,High,4,3,12,46.8,17,Yes,2,5,13.07,13,Yes,19.9,27,22,Stayed
E05240,39,Female,Married,Master,12.9,Sales,IT,Mid,Full-time,Remote,4.6,142647,23.18,Medium,1,5,3,58.3,17,Yes,4,2,32.85,3,No,9.3,24,23,Stayed
E05241,33,Male,Married,Bachelor,21.9,Manager,Sales,Entry,Contract,Onsite,9.6,42584,9.96,Low,3,2,9,43.0,2,Yes,3,2,64.36,49,No,2.1,28,28,Stayed
E05242,49,Female,Married,PhD,23.5,Engineer,HR,Senior,Full-time,Hybrid,5.2,137744,20.69,Low,5,5,13,58.1,4,Yes,4,5,76.41,56,Yes,6.1,53,8,Stayed
E05243,49,Male,Married,Diploma,27.5,Sales,IT,Entry,Contract,Hybrid,2.4,147650,23.2,High,1,2,5,31.7,12,Yes,1,3,20.81,44,No,13.3,58,17,Stayed
E05244,54,Female,Single,High School,6.8,Manager,Finance,Executive,Contract,Hybrid,1.8,36060,24.5,Low,5,5,9,67.2,12,Yes,2,2,56.35,96,No,12.7,51,40,Left
E05245,40,Female,Single,PhD,11.0,Analyst,IT,Mid,Full-time,Hybrid,7.6,142691,26.2,Medium,4,5,14,61.5,5,Yes,4,4,60.62,15,Yes,7.0,0,0,Stayed
E05246,49,Female,Married,Diploma,16.0,Manager,HR,Entry,Contract,Hybrid,2.3,138087,17.93,High,1,4,9,56.6,12,No,4,3,20.92,38,No,17.8,39,23,Stayed
E05247,58,Male,Married,High School,13.1,Engineer,Sales,Entry,Full-time,Remote,9.4,107052,8.42,Medium,5,2,1,43.0,14,No,2,2,49.57,86,Yes,5.6,22,19,Stayed
E05248,47,Female,Married,Master,34.4,Analyst,Sales,Entry,Contract,Remote,6.0,44570,4.52,Medium,5,4,6,63.7,18,No,3,2,10.28,7,Yes,5.9,50,3,Left
E05249,56,Male,Single,High School,29.3,Analyst,Sales,Executive,Full-time,Hybrid,4.6,149934,15.11,None,2,5,7,60.7,5,No,1,5,72.95,82,Yes,10.5,24,12,Left
E05250,55,Female,Married,PhD,17.0,Analyst,HR,Executive,Full-time,Remote,7.2,27627,3.11,Low,1,4,3,48.1,5,Yes,2,5,16.89,45,Yes,9.0,16,13,Left
E05251,56,Female,Single,Bachelor,30.8,Consultant,IT,Executive,Full-time,Onsite,2.8,110987,27.32,Low,1,3,6,37.9,9,No,3,1,23.16,63,No,10.0,6,51,Stayed
E05252,37,Female,Single,High School,12.5,Consultant,Finance,Entry,Full-time,Onsite,4.4,67976,13.27,Medium,4,5,9,37.0,2,No,2,5,81.31,51,Yes,13.1,41,53,Left
E05253,59,Male,Married,Bachelor,27.6,Analyst,Finance,Executive,Full-time,Remote,1.3,119099,26.19,Medium,4,3,8,49.5,19,No,1,5,47.24,18,No,19.1,57,13,Left
E05254,34,Male,Single,Bachelor,8.2,Sales,IT,Mid,Contract,Hybrid,8.9,117178,21.28,Medium,1,5,0,61.3,19,No,1,1,72.4,89,No,12.7,29,25,Stayed
E05255,44,Female,Married,High School,27.1,Sales,Sales,Executive,Full-time,Hybrid,4.8,123714,25.72,Medium,2,3,5,58.6,16,Yes,4,3,68.91,81,No,6.0,5,25,Stayed
E05256,43,Male,Single,Master,16.2,Sales,Finance,Executive,Full-time,Onsite,7.8,103835,26.52,None,2,3,14,49.7,12,No,4,1,23.56,28,Yes,19.8,30,43,Stayed
E05257,37,Male,Married,High School,4.2,Engineer,Sales,Entry,Contract,Remote,9.3,132305,1.6,Medium,4,5,9,38.2,15,No,5,5,25.22,50,Yes,17.3,7,58,Stayed
E05258,49,Male,Married,Diploma,9.9,Analyst,Operations,Entry,Contract,Onsite,6.9,75874,21.76,Medium,3,3,5,39.6,16,No,5,3,69.32,13,No,7.6,28,52,Left
E05259,56,Female,Single,Bachelor,14.4,Sales,Operations,Entry,Full-time,Remote,4.4,88353,6.8,Medium,5,2,2,32.3,3,No,4,1,31.43,35,Yes,9.3,43,37,Left
E05260,29,Male,Single,PhD,26.4,Analyst,Finance,Entry,Contract,Hybrid,6.6,73173,29.68,High,4,3,6,37.1,7,No,1,1,49.75,10,No,3.4,24,4,Left
E05261,43,Female,Single,Bachelor,3.0,Manager,IT,Mid,Full-time,Onsite,4.2,95761,23.35,High,2,5,8,30.5,8,No,3,1,83.92,55,No,9.9,8,4,Left
E05262,42,Female,Married,PhD,23.3,Sales,IT,Entry,Full-time,Remote,6.1,78212,0.11,High,1,2,12,57.0,11,No,4,5,34.65,49,Yes,8.4,51,4,Left
E05263,47,Female,Single,Diploma,25.2,Manager,IT,Senior,Full-time,Hybrid,4.9,44843,27.82,High,2,2,5,53.5,11,No,5,2,40.83,44,Yes,17.1,30,17,Stayed
E05264,42,Male,Single,Diploma,23.1,Manager,Sales,Senior,Contract,Remote,2.3,69063,8.77,Low,1,2,2,69.5,18,Yes,1,1,38.2,72,No,6.3,45,41,Stayed
E05265,46,Female,Married,Diploma,26.7,Sales,Operations,Entry,Full-time,Hybrid,8.0,81778,12.5,High,4,4,1,60.5,0,No,2,3,77.14,94,Yes,13.7,50,20,Left
E05266,22,Male,Married,High School,6.6,HR,Sales,Entry,Full-time,Remote,5.5,70472,18.37,High,5,2,11,39.8,3,No,4,5,38.91,38,No,4.6,51,50,Stayed
E05267,27,Male,Single,Bachelor,20.8,Manager,HR,Mid,Full-time,Onsite,2.7,36969,27.49,High,5,4,13,58.3,1,No,4,3,44.47,64,No,7.5,45,24,Stayed
E05268,44,Female,Single,PhD,33.0,Sales,HR,Senior,Full-time,Remote,9.0,28081,27.82,Low,4,1,10,30.5,6,No,3,2,60.02,33,Yes,9.0,37,57,Stayed
E05269,44,Female,Single,Diploma,21.6,Manager,Finance,Executive,Full-time,Onsite,8.7,81425,16.9,Medium,5,3,12,69.4,2,Yes,1,3,56.0,29,No,19.7,28,57,Stayed
E05270,44,Female,Married,Diploma,21.6,Engineer,HR,Mid,Full-time,Onsite,6.0,74801,9.5,Low,5,4,5,54.6,7,No,3,1,34.81,20,No,13.9,15,37,Stayed
E05271,53,Male,Married,PhD,25.9,Consultant,IT,Executive,Full-time,Onsite,9.7,132552,8.38,None,3,5,2,34.8,8,No,2,3,64.84,74,No,8.2,36,13,Left
E05272,51,Male,Single,Bachelor,12.0,Consultant,Finance,Entry,Contract,Hybrid,9.3,70737,10.93,None,3,2,0,49.9,19,No,1,3,41.9,2,Yes,13.5,7,48,Stayed
E05273,34,Female,Married,Bachelor,24.7,Consultant,Operations,Senior,Full-time,Onsite,9.1,121712,5.42,High,3,5,8,67.6,0,No,3,5,51.23,31,Yes,1.5,4,40,Left
E05274,39,Female,Single,PhD,32.1,HR,Operations,Executive,Full-time,Onsite,2.2,73576,20.09,None,1,2,6,64.0,10,No,2,3,43.97,56,No,4.1,35,42,Stayed
E05275,44,Male,Single,Master,0.9,Analyst,HR,Senior,Full-time,Onsite,3.7,55808,15.83,High,3,5,14,42.0,1,Yes,2,4,80.62,67,Yes,16.1,59,39,Stayed
E05276,36,Male,Married,Bachelor,30.5,Manager,HR,Executive,Contract,Hybrid,4.7,92301,23.2,None,4,3,14,45.8,8,No,4,4,58.61,85,No,19.3,17,41,Stayed
E05277,54,Female,Single,PhD,8.0,Engineer,Operations,Mid,Contract,Remote,8.5,52950,2.82,Low,3,3,3,64.1,6,Yes,1,5,98.88,56,No,12.7,2,47,Left
E05278,42,Male,Single,PhD,16.2,HR,HR,Entry,Full-time,Hybrid,8.8,31722,12.0,High,4,1,13,66.0,14,Yes,2,4,54.41,22,No,4.6,33,56,Stayed
E05279,44,Male,Married,Diploma,29.9,Consultant,HR,Senior,Full-time,Hybrid,7.8,80857,7.2,Low,3,5,13,66.6,15,Yes,3,5,90.17,49,No,18.7,4,29,Left
E05280,48,Male,Single,PhD,28.9,HR,Sales,Mid,Contract,Remote,5.3,35642,16.06,High,5,1,10,67.9,11,Yes,1,3,61.64,99,Yes,2.7,7,21,Stayed
E05281,39,Male,Single,High School,31.3,Engineer,Operations,Senior,Full-time,Remote,2.5,31719,14.05,Medium,3,5,13,50.0,9,Yes,2,5,90.4,14,No,13.4,51,17,Left
E05282,45,Male,Married,Diploma,32.9,Sales,Operations,Executive,Full-time,Onsite,1.3,118518,13.49,High,4,3,13,64.5,8,Yes,4,4,69.77,49,No,8.9,36,50,Left
E05283,28,Male,Single,Diploma,15.9,HR,HR,Executive,Full-time,Onsite,7.3,131713,9.47,High,4,1,11,43.9,15,No,5,1,20.86,62,Yes,19.4,11,9,Stayed
E05284,41,Female,Single,Bachelor,23.1,Consultant,IT,Entry,Full-time,Remote,9.9,89134,21.81,None,4,2,10,63.5,11,Yes,5,1,18.46,19,Yes,7.6,17,23,Stayed
E05285,48,Male,Married,Master,14.0,Analyst,Sales,Executive,Contract,Remote,4.1,140264,14.45,None,3,3,1,43.9,9,Yes,5,4,78.79,40,No,9.6,26,27,Left
E05286,27,Female,Married,Bachelor,12.6,Consultant,IT,Entry,Full-time,Hybrid,6.1,33787,6.07,High,1,4,2,54.3,19,No,2,1,71.54,46,Yes,17.2,6,47,Stayed
E05287,48,Female,Married,High School,15.4,Consultant,HR,Entry,Contract,Hybrid,8.3,149206,16.42,High,4,3,5,48.7,12,Yes,2,5,50.56,37,No,6.6,42,8,Stayed
E05288,30,Male,Single,Diploma,26.1,Consultant,Operations,Mid,Full-time,Hybrid,2.7,117135,17.9,Low,1,3,7,65.7,12,No,3,4,48.65,5,No,8.4,46,24,Left
E05289,52,Female,Married,Diploma,17.8,HR,IT,Entry,Contract,Remote,8.5,70614,0.64,High,3,4,2,32.7,18,Yes,5,2,69.47,65,Yes,11.0,18,58,Stayed
E05290,42,Female,Single,PhD,28.6,Engineer,Finance,Mid,Full-time,Onsite,6.6,54698,6.11,None,1,5,1,68.0,12,Yes,5,3,59.99,93,Yes,11.6,39,15,Stayed
E05291,47,Female,Married,Master,26.2,Consultant,IT,Senior,Full-time,Hybrid,6.1,15916,7.27,High,1,4,4,48.5,17,Yes,1,2,28.23,43,No,2.7,49,58,Stayed
E05292,34,Male,Single,Master,1.2,Sales,Operations,Executive,Contract,Hybrid,7.9,145598,7.44,Low,4,5,7,49.3,12,Yes,1,5,88.78,18,Yes,6.7,17,10,Stayed
E05293,44,Female,Single,PhD,22.2,HR,HR,Executive,Full-time,Remote,3.2,45407,7.17,Low,3,1,8,63.1,8,Yes,2,4,73.29,29,No,4.5,35,48,Stayed
E05294,41,Male,Married,High School,15.6,Engineer,IT,Executive,Contract,Hybrid,6.5,138058,8.15,High,4,1,10,56.6,16,No,2,3,68.64,88,Yes,19.4,7,8,Stayed
E05295,58,Female,Single,Master,16.3,Analyst,HR,Entry,Contract,Remote,3.2,46487,7.88,None,5,1,3,68.1,9,Yes,4,2,52.88,33,Yes,5.9,28,59,Left
E05296,49,Female,Single,Diploma,28.7,Consultant,Sales,Mid,Full-time,Onsite,2.6,52069,26.52,Medium,2,4,1,51.9,14,Yes,5,5,95.11,53,No,0.8,17,8,Stayed
E05297,38,Female,Married,High School,19.4,Manager,Finance,Mid,Full-time,Hybrid,6.6,86889,9.59,High,1,5,6,52.3,7,No,5,5,10.98,28,No,2.5,4,47,Left
E05298,49,Female,Single,Bachelor,31.1,HR,Operations,Mid,Contract,Hybrid,3.4,28147,10.49,Low,3,2,4,68.9,17,Yes,2,1,72.85,67,No,10.6,4,49,Stayed
E05299,23,Male,Single,Bachelor,25.1,Sales,Operations,Entry,Contract,Hybrid,7.4,110867,7.99,Low,1,3,8,67.1,13,Yes,3,3,98.44,9,Yes,13.1,40,32,Left
E05300,46,Female,Single,High School,19.6,Analyst,HR,Executive,Contract,Remote,5.6,52216,29.03,None,3,4,0,38.3,15,Yes,1,3,63.17,82,No,2.0,24,48,Stayed
E05301,27,Female,Married,Diploma,26.5,Analyst,Finance,Executive,Full-time,Remote,7.3,27934,16.06,Low,4,1,11,42.3,6,Yes,5,2,63.4,95,Yes,1.2,0,2,Stayed
E05302,32,Male,Married,Bachelor,1.8,Analyst,Operations,Mid,Full-time,Onsite,9.0,16723,18.32,High,2,2,4,55.0,16,No,3,3,81.45,27,Yes,7.9,44,0,Left
E05303,59,Male,Married,Diploma,1.4,HR,IT,Entry,Full-time,Remote,2.2,142136,22.06,Medium,2,5,3,67.6,13,Yes,1,2,12.15,57,Yes,9.0,10,35,Stayed
E05304,27,Male,Married,PhD,3.4,Engineer,Operations,Executive,Contract,Hybrid,1.6,77820,10.01,None,2,5,8,52.5,2,No,4,4,20.4,57,No,5.9,13,47,Stayed
E05305,32,Female,Married,Master,15.6,Manager,IT,Entry,Full-time,Hybrid,4.6,45500,29.06,Low,2,5,13,59.3,9,No,2,4,86.11,13,No,6.0,40,57,Stayed
E05306,35,Male,Married,High School,8.6,Sales,Operations,Senior,Contract,Remote,7.5,64294,4.57,None,1,4,14,33.8,0,No,3,4,69.12,10,Yes,13.0,45,19,Stayed
E05307,23,Male,Married,Master,34.5,Engineer,IT,Senior,Contract,Onsite,9.0,59816,13.73,High,3,3,10,50.9,10,Yes,1,2,98.44,75,Yes,10.9,50,23,Left
E05308,24,Male,Married,PhD,19.2,Consultant,Sales,Entry,Contract,Remote,1.3,67201,4.36,Medium,5,3,1,35.9,8,Yes,2,2,46.66,40,Yes,3.8,8,28,Stayed
E05309,56,Male,Single,Bachelor,23.4,Manager,HR,Senior,Full-time,Remote,8.1,66865,23.71,High,3,2,9,40.4,3,No,2,4,50.23,68,Yes,7.9,48,53,Stayed
E05310,54,Male,Single,Diploma,10.1,Engineer,Sales,Executive,Full-time,Hybrid,1.7,114943,3.22,None,1,1,11,36.7,4,No,5,4,69.74,78,Yes,3.2,46,33,Left
E05311,45,Male,Single,Diploma,11.6,Consultant,IT,Mid,Contract,Hybrid,6.2,85444,16.62,Medium,4,1,10,36.6,18,Yes,1,3,26.26,21,Yes,2.2,4,4,Stayed
E05312,40,Female,Single,PhD,12.1,Manager,HR,Entry,Contract,Hybrid,4.1,99613,3.14,High,5,1,0,69.7,10,No,2,3,35.92,68,Yes,14.2,23,40,Left
E05313,39,Male,Married,High School,24.6,HR,Finance,Senior,Contract,Remote,1.2,113402,13.58,None,5,1,9,41.9,5,No,5,2,87.43,78,Yes,17.6,5,18,Stayed
